분류,지역,발주처명,발주처분류,약칭,적격심사분류,비고
지방자치단체(시),경북,상주시 하수도사업소,상주시,,행정안전부(지방자치단체),
중앙행정기관(기타),전북,새만금개발공사,공사기타,,조달청(해양수산부산하기관),
중앙행정기관(기타),전북,새만금개발청,중앙기타,,국토교통부(지방국토관리청/국토부예하기관),
지방자치단체(도),전북,새만금군산경제자유구역청,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),서울,서부수도사업소,서울특별시,,행정안전부(지방자치단체),
정부투자기관(공사),서울,서울교통공사,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울메트로,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울물재생시설공단,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울시 균형발전본부,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울시 물관리국,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울시립대학교,지자체기타,,미분류,
지방자치단체(시),서울,서울시설공단,지자체기타,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울에너지공사,지자체기타,,행정안전부(지방자치단체),
정부투자기관(공사),서울,서울올림픽기념 국민체육진흥공단,공사기타,,조달청(해양수산부산하기관),
지방자치단체(광역시),서울,서울위생치과병원,지자체기타,,미분류,
지방자치단체(광역시),서울,서울주택도시개발공사,지자체기타,,행정안전부(지방자치단체),
중앙행정기관(국토교통부),서울,서울지방국토관리청,서울지방국토관리청,,국토교통부(지방국토관리청/국토부예하기관),
중앙행정기관(국토교통부),서울,서울지방국토관리청 수원국토관리사무소,서울지방국토관리청,,국토교통부(지방국토관리청/국토부예하기관),
중앙행정기관(국토교통부),서울,서울지방국토관리청 의정부국토관리사무소,서울지방국토관리청,,국토교통부(지방국토관리청/국토부예하기관),
지방자치단체(광역시),서울,서울특별시,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 강남구,서울특별시 강남구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 강동구,서울특별시 강동구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 강북구,서울특별시 강북구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 강서구청,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 강서도로사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 건설안전본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 공원녹지관리사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 관악구청,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 광진구,서울특별시 광진구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 교육청,서울특별시,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 구로구청,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 금천구,서울특별시 금천구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 남부도로사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 노원구,서울특별시 노원구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도로계획과,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도봉구,서울특별시 도봉구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시개발공사,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시기반시설본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시안전본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시안전실,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시철도건설본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 도시철도공사,서울특별시,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 동대문구,서울특별시 동대문구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 동부도로사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 동작구,서울특별시 동작구,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 마포구청,서울특별시,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 마포자원회수시설,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 물재생센터 중랑물재생센터,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 미래한강본부,서울특별시,,행정안전부(지방자치단체),한강관리사업소 - 한강사업본부 변경
지방자치단체(광역시),서울,서울특별시 상수도사업본부 구의정수사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 상수도사업본부 뚝도정수사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 상수도연구원,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 서대문구,서울특별시 서대문구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 서부도로사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 서울대공원,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 서울아리수본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(시),서울,서울특별시 서초구,서울특별시 서초구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 성동구,서울특별시 성동구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 성북구,서울특별시 성북구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 송파구,서울특별시 송파구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 시정개발연구원,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 심사담당관실,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 양천구,서울특별시 양천구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 영등포구,서울특별시 영등포구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 용산구,서울특별시 용산구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 은평구,서울특별시 은평구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 종로구,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 중구,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 중랑구,서울특별시 중랑구,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 중랑하수처리사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 지하철건설본부,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 지하철공사,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 지하철공사,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 한강공원관리사무소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시 한강시민공원사업소,서울특별시,,행정안전부(지방자치단체),
지방자치단체(광역시),서울,서울특별시도시철도공사,지자체기타,,행정안전부(지방자치단체),
